source,relation,target,kind
ACT.performing_social.amateur_theater,SUBTYPE_OF,ACT.performing_social,parent
ACT.performing_social.amateur_theater,OVERLAPS_WITH,ART.performing_arts,explicit
ACT.performing_social.amateur_theater,RELATED_TO,OCC.arts,explicit
ACT.performing_social.amateur_theater.community_theater,SUBTYPE_OF,ACT.performing_social.amateur_theater,parent
ACT.performing_social.amateur_theater.improv_theater,SUBTYPE_OF,ACT.performing_social.amateur_theater,parent
ACT.performing_social.book_club,SUBTYPE_OF,ACT.performing_social,parent
ACT.performing_social.community_orchestra,SUBTYPE_OF,ACT.performing_social,parent
ACT.performing_social.community_orchestra,OVERLAPS_WITH,ART.music,explicit
ACT.performing_social.community_orchestra.community_band,SUBTYPE_OF,ACT.performing_social.community_orchestra,parent
ACT.performing_social.debate_public_speaking,SUBTYPE_OF,ACT.performing_social,parent
ACT.performing_social.improv,SUBTYPE_OF,ACT.performing_social,parent
ACT.performing_social.jam_session,SUBTYPE_OF,ACT.performing_social,parent
ACT.performing_social.karaoke,SUBTYPE_OF,ACT.performing_social,parent
ACT.performing_social.language_exchange,SUBTYPE_OF,ACT.performing_social,parent
ACT.performing_social.open_mic_comedy,SUBTYPE_OF,ACT.performing_social,parent
ACT.performing_social.poetry_slam,SUBTYPE_OF,ACT.performing_social,parent
ACT.performing_social.pub_quiz,SUBTYPE_OF,ACT.performing_social,parent
ACT.performing_social.puppetry,SUBTYPE_OF,ACT.performing_social,parent
ACT.performing_social.singing_choir,SUBTYPE_OF,ACT.performing_social,parent
ACT.performing_social.singing_choir,OVERLAPS_WITH,ART.music,explicit
ACT.performing_social.singing_choir.acapella_singing,SUBTYPE_OF,ACT.performing_social.singing_choir,parent
ACT.performing_social.singing_choir.community_choir,SUBTYPE_OF,ACT.performing_social.singing_choir,parent
ACT.performing_social.social_dance,SUBTYPE_OF,ACT.performing_social,parent
ACT.performing_social.social_dance,OVERLAPS_WITH,ART.performing_arts,explicit
ACT.performing_social.social_dance.ballroom_dance,SUBTYPE_OF,ACT.performing_social.social_dance,parent
ACT.performing_social.social_dance.line_dance,SUBTYPE_OF,ACT.performing_social.social_dance,parent
ACT.performing_social.social_dance.salsa_dance,SUBTYPE_OF,ACT.performing_social.social_dance,parent
ACT.performing_social.social_dance.street_dance,SUBTYPE_OF,ACT.performing_social.social_dance,parent
ACT.performing_social.social_dance.swing_dance,SUBTYPE_OF,ACT.performing_social.social_dance,parent
ACT.performing_social.social_dance.tango_dance,SUBTYPE_OF,ACT.performing_social.social_dance,parent
ACT.performing_social.storytelling,SUBTYPE_OF,ACT.performing_social,parent
ACT.performing_social.voice_acting,SUBTYPE_OF,ACT.performing_social,parent
ACT.physical_recreation,SUBTYPE_OF,ACTIVITIES,parent
ACT.physical_recreation.archery,SUBTYPE_OF,ACT.physical_recreation,parent
ACT.physical_recreation.billiards,SUBTYPE_OF,ACT.physical_recreation,parent
ACT.physical_recreation.billiards,RELATED_TO,SPORT.ball_sports,explicit
ACT.physical_recreation.billiards.pool,SUBTYPE_OF,ACT.physical_recreation.billiards,parent
ACT.physical_recreation.billiards.snooker,SUBTYPE_OF,ACT.physical_recreation.billiards,parent
ACT.physical_recreation.bowling,SUBTYPE_OF,ACT.physical_recreation,parent
ACT.physical_recreation.bowling,OVERLAPS_WITH,SPORT.ball_sports,explicit
ACT.physical_recreation.calisthenics,SUBTYPE_OF,ACT.physical_recreation,parent
ACT.physical_recreation.cycling,SUBTYPE_OF,ACT.physical_recreation,parent
ACT.physical_recreation.cycling.bike_touring,SUBTYPE_OF,ACT.physical_recreation.cycling,parent
ACT.physical_recreation.cycling.gravel_cycling,SUBTYPE_OF,ACT.physical_recreation.cycling,parent
ACT.physical_recreation.cycling.mountain_biking,SUBTYPE_OF,ACT.physical_recreation.cycling,parent
ACT.physical_recreation.cycling.road_cycling,SUBTYPE_OF,ACT.physical_recreation.cycling,parent
ACT.physical_recreation.darts,SUBTYPE_OF,ACT.physical_recreation,parent
ACT.physical_recreation.fishing,SUBTYPE_OF,ACT.physical_recreation,parent
ACT.physical_recreation.fishing.fly_fishing,SUBTYPE_OF,ACT.physical_recreation.fishing,parent
ACT.physical_recreation.fishing.ice_fishing,SUBTYPE_OF,ACT.physical_recreation.fishing,parent
ACT.physical_recreation.golf,SUBTYPE_OF,ACT.physical_recreation,parent
ACT.physical_recreation.golf,OVERLAPS_WITH,SPORT.ball_sports,explicit
ACT.physical_recreation.horseback_riding,SUBTYPE_OF,ACT.physical_recreation,parent
ACT.physical_recreation.hunting,SUBTYPE_OF,ACT.physical_recreation,parent
ACT.physical_recreation.hunting.bow_hunting,SUBTYPE_OF,ACT.physical_recreation.hunting,parent
ACT.physical_recreation.ice_skating,SUBTYPE_OF,ACT.physical_recreation,parent
ACT.physical_recreation.pickleball,SUBTYPE_OF,ACT.physical_recreation,parent
ACT.physical_recreation.pilates,SUBTYPE_OF,ACT.physical_recreation,parent
ACT.physical_recreation.running_jogging,SUBTYPE_OF,ACT.physical_recreation,parent
ACT.physical_recreation.running_jogging,RELATED_TO,OCC.sports,explicit
ACT.physical_recreation.running_jogging.marathon_running,SUBTYPE_OF,ACT.physical_recreation.running_jogging,parent
ACT.physical_recreation.running_jogging.trail_running,SUBTYPE_OF,ACT.physical_recreation.running_jogging,parent
ACT.physical_recreation.running_jogging.ultra_running,SUBTYPE_OF,ACT.physical_recreation.running_jogging,parent
ACT.physical_recreation.stand_up_paddleboarding,SUBTYPE_OF,ACT.physical_recreation,parent
ACT.physical_recreation.swimming,SUBTYPE_OF,ACT.physical_recreation,parent
ACT.physical_recreation.swimming.open_water_swimming,SUBTYPE_OF,ACT.physical_recreation.swimming,parent
ACT.physical_recreation.table_tennis,SUBTYPE_OF,ACT.physical_recreation,parent
ACT.physical_recreation.table_tennis,OVERLAPS_WITH,SPORT.ball_sports,explicit
ACT.physical_recreation.triathlon,SUBTYPE_OF,ACT.physical_recreation,parent
ACT.physical_recreation.ultimate_frisbee,SUBTYPE_OF,ACT.physical_recreation,parent
ACT.physical_recreation.yoga,SUBTYPE_OF,ACT.physical_recreation,parent
ACT.science_hobbies,SUBTYPE_OF,ACTIVITIES,parent
ACT.science_hobbies.amateur_archaeology,SUBTYPE_OF,ACT.science_hobbies,parent
ACT.science_hobbies.amateur_astronomy,SUBTYPE_OF,ACT.science_hobbies,parent
ACT.science_hobbies.amateur_astronomy,RELATED_TO,HK.physics,explicit
ACT.science_hobbies.amateur_astronomy.astrophotography,SUBTYPE_OF,ACT.science_hobbies.amateur_astronomy,parent
ACT.science_hobbies.amateur_astronomy.telescope_making,SUBTYPE_OF,ACT.science_hobbies.amateur_astronomy,parent
ACT.science_hobbies.amateur_astronomy.variable_star_observation,SUBTYPE_OF,ACT.science_hobbies.amateur_astronomy,parent
ACT.science_hobbies.amateur_radio,SUBTYPE_OF,ACT.science_hobbies,parent
ACT.science_hobbies.amateur_radio,RELATED_TO,HK.physics,explicit
ACT.science_hobbies.amateur_radio.dxing,SUBTYPE_OF,ACT.science_hobbies.amateur_radio,parent
ACT.science_hobbies.amateur_radio.morse_code_operation,SUBTYPE_OF,ACT.science_hobbies.amateur_radio,parent
ACT.science_hobbies.amateur_radio.radio_contesting,SUBTYPE_OF,ACT.science_hobbies.amateur_radio,parent
ACT.science_hobbies.amateur_radio.radio_direction_finding,SUBTYPE_OF,ACT.science_hobbies.amateur_radio,parent
ACT.science_hobbies.citizen_science,SUBTYPE_OF,ACT.science_hobbies,parent
ACT.science_hobbies.citizen_science,RELATED_TO,HK.biology,explicit
ACT.science_hobbies.citizen_science.bio_blitzing,SUBTYPE_OF,ACT.science_hobbies.citizen_science,parent
ACT.science_hobbies.diy_biology,SUBTYPE_OF,ACT.science_hobbies,parent
ACT.science_hobbies.drone_flying,SUBTYPE_OF,ACT.science_hobbies,parent
ACT.science_hobbies.electronics_hobby,SUBTYPE_OF,ACT.science_hobbies,parent
ACT.science_hobbies.electronics_hobby,RELATED_TO,OCC.trades,explicit
ACT.science_hobbies.fossil_hunting,SUBTYPE_OF,ACT.science_hobbies,parent
ACT.science_hobbies.genealogy,SUBTYPE_OF,ACT.science_hobbies,parent
ACT.science_hobbies.hobby_robotics,SUBTYPE_OF,ACT.science_hobbies,parent
ACT.science_hobbies.hobby_robotics,RELATED_TO,OCC.it_computing,explicit
ACT.science_hobbies.hobby_robotics,RELATED_TO,HK.computer_science,explicit
ACT.science_hobbies.home_chemistry,SUBTYPE_OF,ACT.science_hobbies,parent
ACT.science_hobbies.insect_collecting,SUBTYPE_OF,ACT.science_hobbies,parent
ACT.science_hobbies.magnet_fishing,SUBTYPE_OF,ACT.science_hobbies,parent
ACT.science_hobbies.metal_detecting,SUBTYPE_OF,ACT.science_hobbies,parent
ACT.science_hobbies.microscopy_hobby,SUBTYPE_OF,ACT.science_hobbies,parent
ACT.science_hobbies.model_rocketry,SUBTYPE_OF,ACT.science_hobbies,parent
ACT.science_hobbies.rockhounding,SUBTYPE_OF,ACT.science_hobbies,parent
ACT.science_hobbies.rockhounding,RELATED_TO,ACT.fandom_collecting.rock_mineral_collecting,explicit
ACT.science_hobbies.shortwave_listening,SUBTYPE_OF,ACT.science_hobbies,parent
ACT.science_hobbies.weather_spotting,SUBTYPE_OF,ACT.science_hobbies,parent
ACT.science_hobbies.weather_spotting.storm_chasing,SUBTYPE_OF,ACT.science_hobbies.weather_spotting,parent
ACT.traditional,SUBTYPE_OF,ACTIVITIES,parent
ACT.traditional.bonsai,SUBTYPE_OF,ACT.traditional,parent
ACT.traditional.bonsai,OVERLAPS_WITH,ART.craft,explicit
ACT.traditional.calligraphy_hobby,SUBTYPE_OF,ACT.traditional,parent
ACT.traditional.calligraphy_hobby,OVERLAPS_WITH,ART.visual_arts,explicit
ACT.traditional.chinese_knotting,SUBTYPE_OF,ACT.traditional,parent
ACT.traditional.diabolo,SUBTYPE_OF,ACT.traditional,parent
ACT.traditional.dragon_boat,SUBTYPE_OF,ACT.traditional,parent
ACT.traditional.dragon_dance,SUBTYPE_OF,ACT.traditional,parent
ACT.traditional.folk_games,SUBTYPE_OF,ACT.traditional,parent
ACT.traditional.folk_games.jianzi,SUBTYPE_OF,ACT.traditional.folk_games,parent
ACT.traditional.folk_games.petanque,SUBTYPE_OF,ACT.traditional.folk_games,parent
ACT.traditional.folk_instrument_playing,SUBTYPE_OF,ACT.traditional,parent
ACT.traditional.ikebana,SUBTYPE_OF,ACT.traditional,parent
ACT.traditional.ikebana,OVERLAPS_WITH,ART.craft,explicit
ACT.traditional.kite_flying,SUBTYPE_OF,ACT.traditional,parent
ACT.traditional.lion_dance,SUBTYPE_OF,ACT.traditional,parent
ACT.traditional.local_festivals,SUBTYPE_OF,ACT.traditional,parent
ACT.traditional.martial_arts_practice,SUBTYPE_OF,ACT.traditional,parent
ACT.traditional.martial_arts_practice.aikido,SUBTYPE_OF,ACT.traditional.martial_arts_practice,parent
ACT.traditional.martial_arts_practice.capoeira,SUBTYPE_OF,ACT.traditional.martial_arts_practice,parent
ACT.traditional.martial_arts_practice.judo,SUBTYPE_OF,ACT.traditional.martial_arts_practice,parent
ACT.traditional.martial_arts_practice.karate,SUBTYPE_OF,ACT.traditional.martial_arts_practice,parent
ACT.traditional.martial_arts_practice.kung_fu_wushu,SUBTYPE_OF,ACT.traditional.martial_arts_practice,parent
ACT.traditional.martial_arts_practice.taekwondo,SUBTYPE_OF,ACT.traditional.martial_arts_practice,parent
ACT.traditional.martial_arts_practice.tai_chi,SUBTYPE_OF,ACT.traditional.martial_arts_practice,parent
ACT.traditional.origami,SUBTYPE_OF,ACT.traditional,parent
ACT.traditional.origami,OVERLAPS_WITH,ART.craft,explicit
ACT.traditional.paper_cutting,SUBTYPE_OF,ACT.traditional,parent
ACT.traditional.rangoli,SUBTYPE_OF,ACT.traditional,parent
ACT.traditional.seal_carving,SUBTYPE_OF,ACT.traditional,parent
ACT.traditional.shadow_puppetry,SUBTYPE_OF,ACT.traditional,parent
ACT.traditional.tea_ceremony,SUBTYPE_OF,ACT.traditional,parent
ACT.traditional.tea_ceremony.chinese_tea_ceremony,SUBTYPE_OF,ACT.traditional.tea_ceremony,parent
ACT.traditional.tea_ceremony.japanese_tea_ceremony,SUBTYPE_OF,ACT.traditional.tea_ceremony,parent
ACT.traditional.traditional_dance,SUBTYPE_OF,ACT.traditional,parent
ACT.traditional.traditional_dance.chinese_folk_dance,SUBTYPE_OF,ACT.traditional.traditional_dance,parent
ACT.traditional.traditional_dance.flamenco,SUBTYPE_OF,ACT.traditional.traditional_dance,parent
ACT.traditional.traditional_dance.irish_dance,SUBTYPE_OF,ACT.traditional.traditional_dance,parent
ACT.traditional.traditional_dance.square_dance,SUBTYPE_OF,ACT.traditional.traditional_dance,parent
ART.animation,SUBFORM_OF,ARTS_AND_CULTURE,parent
ART.animation,OVERLAPS_WITH,MEDIA.animation,explicit
ART.animation,OVERLAPS_WITH,ind.media_entertainment.film.animation,explicit
ART.animation,RELATED_TO,ART.film,explicit
ART.animation.2d_animation,TECHNIQUE_OF,ART.animation,parent
ART.animation.2d_animation.cutout_animation,TECHNIQUE_OF,ART.animation.2d_animation,parent
ART.animation.2d_animation.cutout_animation,OVERLAPS_WITH,MEDIA.animation.stop_motion_animation.cutout_animation,explicit
ART.animation.2d_animation.limited_animation,TECHNIQUE_OF,ART.animation.2d_animation,parent
ART.animation.2d_animation.rotoscoping,TECHNIQUE_OF,ART.animation.2d_animation,parent
ART.animation.2d_animation.rotoscoping,USES,ART.film,explicit
ART.animation.2d_animation.traditional_animation,TECHNIQUE_OF,ART.animation.2d_animation,parent
ART.animation.2d_animation.traditional_animation,OVERLAPS_WITH,MEDIA.animation.traditional_animation,explicit
ART.animation.2d_animation.traditional_animation,HISTORICAL_PREDECESSOR,ART.animation.3d_animation.computer_animation,explicit
ART.animation.2d_animation.traditional_animation.cel_animation,TECHNIQUE_OF,ART.animation.2d_animation.traditional_animation,parent
ART.animation.2d_animation.traditional_animation.full_animation,TECHNIQUE_OF,ART.animation.2d_animation.traditional_animation,parent
ART.animation.3d_animation,TECHNIQUE_OF,ART.animation,parent
ART.animation.3d_animation,USES,ART.animation.3d_animation.cgi,explicit
ART.animation.3d_animation.cgi,SUBTECHNOLOGY_OF,ART.animation.3d_animation,parent
ART.animation.3d_animation.computer_animation,TECHNIQUE_OF,ART.animation.3d_animation,parent
ART.animation.3d_animation.computer_animation,OVERLAPS_WITH,HK.computer_science.computer_graphics.computer_animation,explicit
ART.animation.3d_animation.computer_animation,OVERLAPS_WITH,MEDIA.animation.computer_animation,explicit
ART.animation.3d_animation.motion_capture,SUBTECHNOLOGY_OF,ART.animation.3d_animation,parent
ART.animation.adult_animation,SUBGENRE_OF,ART.animation,parent
ART.animation.adult_animation,OVERLAPS_WITH,MEDIA.animation.adult_animation,explicit
ART.animation.animation_film,SUBGENRE_OF,ART.animation,parent
ART.animation.animation_film,RELATED_TO,ART.film.film_forms.feature_film,explicit
ART.animation.anime,SUBGENRE_OF,ART.animation,parent
ART.animation.anime,OVERLAPS_WITH,MEDIA.animation.anime,explicit
ART.animation.anime,RELATED_TO,ART.comics.manga,explicit
ART.animation.anime.isekai_anime,SUBGENRE_OF,ART.animation.anime,parent
ART.animation.anime.magical_girl_anime,SUBGENRE_OF,ART.animation.anime,parent
ART.animation.anime.mecha_anime,SUBGENRE_OF,ART.animation.anime,parent
ART.animation.anime.seinen_anime,SUBGENRE_OF,ART.animation.anime,parent
ART.animation.anime.shojo_anime,SUBGENRE_OF,ART.animation.anime,parent
ART.animation.anime.shonen_anime,SUBGENRE_OF,ART.animation.anime,parent
ART.animation.anime.slice_of_life_anime,SUBGENRE_OF,ART.animation.anime,parent
ART.animation.character_animation,TECHNIQUE_OF,ART.animation,parent
ART.animation.effects_animation,TECHNIQUE_OF,ART.animation,parent
ART.animation.experimental_animation,SUBGENRE_OF,ART.animation,parent
ART.animation.experimental_animation.paint_on_glass,TECHNIQUE_OF,ART.animation.experimental_animation,parent
ART.animation.experimental_animation.pinscreen_animation,TECHNIQUE_OF,ART.animation.experimental_animation,parent
ART.animation.experimental_animation.sand_animation,TECHNIQUE_OF,ART.animation.experimental_animation,parent
ART.animation.motion_graphics,TECHNIQUE_OF,ART.animation,parent
ART.animation.motion_graphics,RELATED_TO,ART.design.graphic_design,explicit
ART.animation.stop_motion,TECHNIQUE_OF,ART.animation,parent
ART.animation.stop_motion,RELATED_TO,ART.performing_arts.puppetry,explicit
ART.animation.stop_motion.claymation,TECHNIQUE_OF,ART.animation.stop_motion,parent
ART.animation.stop_motion.claymation,OVERLAPS_WITH,MEDIA.animation.stop_motion_animation.claymation,explicit
ART.animation.stop_motion.object_animation,TECHNIQUE_OF,ART.animation.stop_motion,parent
ART.animation.stop_motion.pixilation,TECHNIQUE_OF,ART.animation.stop_motion,parent
ART.animation.stop_motion.puppet_animation,TECHNIQUE_OF,ART.animation.stop_motion,parent
ART.animation.virtual_production,SUBTECHNOLOGY_OF,ART.animation,parent
ART.animation.virtual_production,USES,ART.animation.virtual_production.real_time_rendering,explicit
ART.animation.virtual_production.led_volume,SUBTECHNOLOGY_OF,ART.animation.virtual_production,parent
ART.animation.virtual_production.real_time_rendering,SUBTECHNOLOGY_OF,ART.animation.virtual_production,parent
ART.animation.virtual_production.real_time_rendering,OVERLAPS_WITH,HK.computer_science.computer_graphics.rendering.real_time_rendering,explicit
ART.animation.visual_effects,TECHNIQUE_OF,ART.animation,parent
ART.animation.visual_effects,OVERLAPS_WITH,HK.computer_science.computer_graphics.visual_effects,explicit
ART.animation.visual_effects,OVERLAPS_WITH,ind.media_entertainment.film.vfx,explicit
ART.animation.visual_effects,USES,ART.animation.3d_animation.cgi,explicit
ART.animation.visual_effects.compositing,TECHNIQUE_OF,ART.animation.visual_effects,parent
ART.animation.visual_effects.matte_painting,TECHNIQUE_OF,ART.animation.visual_effects,parent
ART.animation.visual_effects.practical_effects,TECHNIQUE_OF,ART.animation.visual_effects,parent
ART.architecture,SUBFORM_OF,ARTS_AND_CULTURE,parent
ART.architecture,RELATED_TO,ART.design.interior_design,explicit
ART.architecture,RELATED_TO,ART.visual_arts.bauhaus,explicit
ART.architecture,RELATED_TO,HK.architecture,explicit
ART.architecture.architectural_styles,PART_OF,ART.architecture,parent
ART.architecture.architectural_styles.art_deco_architecture,PART_OF,ART.architecture.architectural_styles,parent
ART.architecture.architectural_styles.art_deco_architecture,HISTORICAL_SUCCESSOR,ART.architecture.architectural_styles.art_nouveau_architecture,explicit
ART.architecture.architectural_styles.art_nouveau_architecture,PART_OF,ART.architecture.architectural_styles,parent
ART.architecture.architectural_styles.baroque_architecture,PART_OF,ART.architecture.architectural_styles,parent
ART.architecture.architectural_styles.baroque_architecture,OVERLAPS_WITH,HK.architecture.architectural_history.western_architecture.baroque_architecture,explicit
ART.architecture.architectural_styles.beaux_arts,PART_OF,ART.architecture.architectural_styles,parent
ART.architecture.architectural_styles.brutalism,PART_OF,ART.architecture.architectural_styles,parent
ART.architecture.architectural_styles.brutalism,OVERLAPS_WITH,HK.architecture.architectural_history.western_architecture.modern_architecture.brutalism,explicit
ART.architecture.architectural_styles.byzantine_architecture,PART_OF,ART.architecture.architectural_styles,parent
ART.architecture.architectural_styles.chinese_architecture,PART_OF,ART.architecture.architectural_styles,parent
ART.architecture.architectural_styles.critical_regionalism,PART_OF,ART.architecture.architectural_styles,parent
ART.architecture.architectural_styles.deconstructivism,PART_OF,ART.architecture.architectural_styles,parent
ART.architecture.architectural_styles.deconstructivism,OVERLAPS_WITH,HK.architecture.architectural_history.western_architecture.modern_architecture.deconstructivism,explicit
ART.architecture.architectural_styles.gothic,PART_OF,ART.architecture.architectural_styles,parent
ART.architecture.architectural_styles.gothic,HISTORICAL_SUCCESSOR,ART.architecture.architectural_styles.romanesque,explicit
ART.architecture.architectural_styles.high_tech_architecture,PART_OF,ART.architecture.architectural_styles,parent
ART.architecture.architectural_styles.high_tech_architecture,OVERLAPS_WITH,HK.architecture.architectural_history.western_architecture.modern_architecture.high_tech_architecture,explicit
ART.architecture.architectural_styles.indian_architecture,PART_OF,ART.architecture.architectural_styles,parent
ART.architecture.architectural_styles.international_style,PART_OF,ART.architecture.architectural_styles,parent
ART.architecture.architectural_styles.international_style,OVERLAPS_WITH,HK.architecture.architectural_history.western_architecture.modern_architecture.modernism.international_style,explicit
ART.architecture.architectural_styles.islamic_architecture,PART_OF,ART.architecture.architectural_styles,parent
ART.architecture.architectural_styles.islamic_architecture,OVERLAPS_WITH,HK.architecture.architectural_history.islamic_architecture,explicit
ART.architecture.architectural_styles.islamic_architecture,OVERLAPS_WITH,HK.art_history.islamic_art_history.islamic_architecture,explicit
ART.architecture.architectural_styles.japanese_architecture,PART_OF,ART.architecture.architectural_styles,parent
