id,name,name_en,name_zh,type,parent,level,universe,description,historical,global
ACT.gaming.game_modding,Game Modding,Game Modding,游戏模组制作,ACTIVITY,ACT.gaming,2,ACTIVITIES,"Modifying games by creating custom content, levels, and code.",0,1
ACT.gaming.homebrew_game_development,Homebrew Game Development,Homebrew Game Development,独立游戏开发,ACTIVITY,ACT.gaming,2,ACTIVITIES,Developing independent games as a hobby outside commercial studios.,0,1
ACT.gaming.interactive_fiction,Interactive Fiction,Interactive Fiction,互动小说,ACTIVITY,ACT.gaming,2,ACTIVITIES,Playing and authoring text-based adventures where the reader drives the story.,0,1
ACT.gaming.lan_parties,LAN Parties,LAN Parties,局域网聚会,ACTIVITY,ACT.gaming,2,ACTIVITIES,Gatherings where players network computers for multiplayer gaming.,0,1
ACT.gaming.larp,Live Action Role-Playing,Live Action Role-Playing,实景角色扮演,ACTIVITY,ACT.gaming,2,ACTIVITIES,Role-playing games enacted in person with costumes and improvisation.,0,1
ACT.gaming.pinball,Pinball,Pinball,弹球,ACTIVITY,ACT.gaming,2,ACTIVITIES,Playing mechanical pinball machines that score a rolling steel ball.,0,1
ACT.gaming.puzzle_hobby,Puzzle Hobby,Puzzle Hobby,解谜爱好,ACTIVITY,ACT.gaming,2,ACTIVITIES,Solving paper and physical puzzles for leisure.,0,1
ACT.gaming.puzzle_hobby.crossword_puzzles,Crossword Puzzles,Crossword Puzzles,填字游戏,ACTIVITY,ACT.gaming.puzzle_hobby,3,ACTIVITIES,Solving word puzzles on interlocking grids.,0,1
ACT.gaming.puzzle_hobby.jigsaw_puzzles,Jigsaw Puzzles,Jigsaw Puzzles,拼图,ACTIVITY,ACT.gaming.puzzle_hobby,3,ACTIVITIES,Assembling pictures from interlocking cardboard pieces.,0,1
ACT.gaming.speedrunning,Speedrunning,Speedrunning,速通,ACTIVITY,ACT.gaming,2,ACTIVITIES,"Completing video games as fast as possible, often with glitches and routes.",0,1
ACT.gaming.tabletop_rpg,Tabletop Role-Playing,Tabletop Role-Playing,桌面角色扮演,ACTIVITY,ACT.gaming,2,ACTIVITIES,Collaborative storytelling games where players inhabit characters in a shared fiction.,0,1
ACT.gaming.video_gaming,Video Gaming,Video Gaming,电子游戏,ACTIVITY,ACT.gaming,2,ACTIVITIES,"Playing electronic games across computers, consoles, and mobile devices.",0,1
ACT.gaming.video_gaming.console_gaming,Console Gaming,Console Gaming,主机游戏,ACTIVITY,ACT.gaming.video_gaming,3,ACTIVITIES,Playing video games on dedicated home consoles.,0,1
ACT.gaming.video_gaming.mobile_gaming,Mobile Gaming,Mobile Gaming,手机游戏,ACTIVITY,ACT.gaming.video_gaming,3,ACTIVITIES,Playing games on smartphones and tablets.,0,1
ACT.gaming.video_gaming.pc_gaming,PC Gaming,PC Gaming,电脑游戏,ACTIVITY,ACT.gaming.video_gaming,3,ACTIVITIES,Playing video games on personal computers.,0,1
ACT.gaming.video_gaming.retro_gaming,Retro Gaming,Retro Gaming,复古游戏,ACTIVITY,ACT.gaming.video_gaming,3,ACTIVITIES,Collecting and playing older video games and systems.,0,1
ACT.making_craft,Making & Craft,Making & Craft,手工制作与工艺,ACTIVITY,ACTIVITIES,1,ACTIVITIES,"Hands-on fabrication, model-building, and traditional or digital craft practiced as a hobby.",0,1
ACT.making_craft.3d_printing,3D Printing,3D Printing,3D打印,ACTIVITY,ACT.making_craft,2,ACTIVITIES,Designing and printing three-dimensional objects with hobby 3D printers.,0,1
ACT.making_craft.blacksmithing_hobby,Blacksmithing Hobby,Blacksmithing Hobby,业余锻造,ACTIVITY,ACT.making_craft,2,ACTIVITIES,"Forging heated metal into tools, blades, and decorative items as a hobby.",0,1
ACT.making_craft.bookbinding,Bookbinding,Bookbinding,书籍装订,ACTIVITY,ACT.making_craft,2,ACTIVITIES,"Hand-binding pages into books, journals, and albums.",0,1
ACT.making_craft.candle_soap_making,Candle & Soap Making,Candle & Soap Making,蜡烛与手工皂制作,ACTIVITY,ACT.making_craft,2,ACTIVITIES,"Crafting candles and soaps at home with waxes, oils, and fragrances.",0,1
ACT.making_craft.cosplay_prop_making,Cosplay Prop Making,Cosplay Prop Making,角色扮演道具制作,ACTIVITY,ACT.making_craft,2,ACTIVITIES,"Crafting costumes, armor, and props for cosplay and conventions.",0,1
ACT.making_craft.diy_home_improvement,DIY & Home Improvement,DIY & Home Improvement,DIY家居改善,ACTIVITY,ACT.making_craft,2,ACTIVITIES,"Doing one's own home repair, renovation, and improvement projects.",0,1
ACT.making_craft.diy_home_improvement.furniture_restoration,Furniture Restoration,Furniture Restoration,家具翻新,ACTIVITY,ACT.making_craft.diy_home_improvement,3,ACTIVITIES,Repairing and refinishing old or damaged furniture.,0,1
ACT.making_craft.embroidery,Embroidery,Embroidery,刺绣,ACTIVITY,ACT.making_craft,2,ACTIVITIES,Decorating fabric with needle and thread in ornamental stitches.,0,1
ACT.making_craft.embroidery.cross_stitch,Cross Stitch,Cross Stitch,十字绣,ACTIVITY,ACT.making_craft.embroidery,3,ACTIVITIES,Embroidering counted X-shaped stitches on even-weave fabric to form patterns.,0,1
ACT.making_craft.embroidery.needlepoint,Needlepoint,Needlepoint,绒绣,ACTIVITY,ACT.making_craft.embroidery,3,ACTIVITIES,Working yarn stitches onto open-weave canvas to cover it with design.,0,1
ACT.making_craft.felting,Felting,Felting,羊毛毡,ACTIVITY,ACT.making_craft,2,ACTIVITIES,Matting wool fibers into fabric or sculpture by needle or wet technique.,0,1
ACT.making_craft.jewelry_making,Jewelry Making,Jewelry Making,首饰制作,ACTIVITY,ACT.making_craft,2,ACTIVITIES,"Designing and fabricating necklaces, rings, earrings, and adornments.",0,1
ACT.making_craft.jewelry_making.beadwork,Beadwork,Beadwork,串珠,ACTIVITY,ACT.making_craft.jewelry_making,3,ACTIVITIES,Weaving and stringing beads into jewelry and decorative items.,0,1
ACT.making_craft.knitting_crochet,Knitting & Crochet,Knitting & Crochet,编织与钩针,ACTIVITY,ACT.making_craft,2,ACTIVITIES,Creating fabric and garments by looping yarn with needles or a hook.,0,1
ACT.making_craft.knitting_crochet.crochet,Crochet,Crochet,钩针编织,ACTIVITY,ACT.making_craft.knitting_crochet,3,ACTIVITIES,Making fabric by pulling loops of yarn through loops with a hook.,0,1
ACT.making_craft.knitting_crochet.knitting,Knitting,Knitting,棒针编织,ACTIVITY,ACT.making_craft.knitting_crochet,3,ACTIVITIES,Making fabric by interlocking loops of yarn with two needles.,0,1
ACT.making_craft.leatherworking,Leatherworking,Leatherworking,皮革工艺,ACTIVITY,ACT.making_craft,2,ACTIVITIES,"Cutting, stitching, and tooling leather into bags, belts, and goods.",0,1
ACT.making_craft.macrame,Macrame,Macrame,绳编,ACTIVITY,ACT.making_craft,2,ACTIVITIES,"Knotting cord into decorative wall hangings, plant holders, and jewelry.",0,1
ACT.making_craft.miniatures,Miniatures,Miniatures,微缩模型,ACTIVITY,ACT.making_craft,2,ACTIVITIES,Painting and crafting small-scale figures and environments.,0,1
ACT.making_craft.miniatures.dollhouse_miniatures,Dollhouse Miniatures,Dollhouse Miniatures,娃娃屋微缩,ACTIVITY,ACT.making_craft.miniatures,3,ACTIVITIES,Furnishing and decorating miniature dollhouses with handcrafted items.,0,1
ACT.making_craft.miniatures.miniature_painting,Miniature Painting,Miniature Painting,微缩模型涂装,ACTIVITY,ACT.making_craft.miniatures,3,ACTIVITIES,Painting small figures and models with fine detail for display or gaming.,0,1
ACT.making_craft.model_building,Model Building,Model Building,模型制作,ACTIVITY,ACT.making_craft,2,ACTIVITIES,"Assembling and finishing scale models of vehicles, aircraft, ships, and scenes.",0,1
ACT.making_craft.model_building.diorama_building,Diorama Building,Diorama Building,场景模型,ACTIVITY,ACT.making_craft.model_building,3,ACTIVITIES,Creating miniature three-dimensional scenes in a box or base.,0,1
ACT.making_craft.model_building.model_aircraft,Model Aircraft,Model Aircraft,航空模型,ACTIVITY,ACT.making_craft.model_building,3,ACTIVITIES,"Building flying or static model airplanes, gliders, and helicopters.",0,1
ACT.making_craft.model_building.model_railroading,Model Railroading,Model Railroading,铁道模型,ACTIVITY,ACT.making_craft.model_building,3,ACTIVITIES,Constructing and operating miniature railway layouts and rolling stock.,0,1
ACT.making_craft.model_building.scale_modeling,Scale Modeling,Scale Modeling,比例模型,ACTIVITY,ACT.making_craft.model_building,3,ACTIVITIES,Building detailed static models from kits at a fixed scale.,0,1
ACT.making_craft.mosaic_art,Mosaic Art,Mosaic Art,马赛克拼贴,ACTIVITY,ACT.making_craft,2,ACTIVITIES,"Assembling small pieces of tile, glass, or stone into patterns and pictures.",0,1
ACT.making_craft.papercraft,Papercraft,Papercraft,纸艺,ACTIVITY,ACT.making_craft,2,ACTIVITIES,"Cutting, folding, and assembling paper into cards, models, and decorations.",0,1
ACT.making_craft.papercraft.card_making,Card Making,Card Making,贺卡制作,ACTIVITY,ACT.making_craft.papercraft,3,ACTIVITIES,"Handcrafting greeting cards with paper, stamps, and embellishments.",0,1
ACT.making_craft.papercraft.scrapbooking,Scrapbooking,Scrapbooking,剪贴簿,ACTIVITY,ACT.making_craft.papercraft,3,ACTIVITIES,Compiling photos and memorabilia into decorated albums.,0,1
ACT.making_craft.pottery_ceramics,Pottery & Ceramics,Pottery & Ceramics,陶艺,ACTIVITY,ACT.making_craft,2,ACTIVITIES,Forming and firing clay into vessels and sculpture.,0,1
ACT.making_craft.pottery_ceramics.hand_building,Hand Building,Hand Building,手捏陶艺,ACTIVITY,ACT.making_craft.pottery_ceramics,3,ACTIVITIES,"Forming clay by hand using pinch, coil, and slab techniques.",0,1
ACT.making_craft.pottery_ceramics.wheel_throwing,Wheel Throwing,Wheel Throwing,拉坯,ACTIVITY,ACT.making_craft.pottery_ceramics,3,ACTIVITIES,Shaping clay on a spinning potter's wheel.,0,1
ACT.making_craft.pyrography,Pyrography,Pyrography,烙画,ACTIVITY,ACT.making_craft,2,ACTIVITIES,Burning designs into wood with a heated tool.,0,1
ACT.making_craft.resin_casting,Resin Casting,Resin Casting,树脂铸造,ACTIVITY,ACT.making_craft,2,ACTIVITIES,Casting objects and art pieces from epoxy and polyurethane resins.,0,1
ACT.making_craft.sewing_quilting,Sewing & Quilting,Sewing & Quilting,缝纫与拼布,ACTIVITY,ACT.making_craft,2,ACTIVITIES,Constructing garments and layered fabric quilts by machine or hand.,0,1
ACT.making_craft.sewing_quilting.quilting,Quilting,Quilting,拼布,ACTIVITY,ACT.making_craft.sewing_quilting,3,ACTIVITIES,Stitching together layered fabric to make padded quilts and wall hangings.,0,1
ACT.making_craft.spinning_yarn,Spinning Yarn,Spinning Yarn,纺线,ACTIVITY,ACT.making_craft,2,ACTIVITIES,Twisting fibers into yarn using a spinning wheel or drop spindle.,0,1
ACT.making_craft.stained_glass,Stained Glass,Stained Glass,彩色玻璃工艺,ACTIVITY,ACT.making_craft,2,ACTIVITIES,Cutting colored glass and joining pieces with lead or foil to make panels.,0,1
ACT.making_craft.upcycling,Upcycling,Upcycling,升级改造,ACTIVITY,ACT.making_craft,2,ACTIVITIES,Transforming discarded materials into new items of higher value.,0,1
ACT.making_craft.wargaming,Miniature Wargaming,Miniature Wargaming,微缩战棋,ACTIVITY,ACT.making_craft,2,ACTIVITIES,"Building and painting armies, then playing tabletop battles with miniatures.",0,1
ACT.making_craft.weaving,Weaving,Weaving,织布,ACTIVITY,ACT.making_craft,2,ACTIVITIES,Interlacing warp and weft threads on a loom to make cloth.,0,1
ACT.making_craft.woodworking,Woodworking,Woodworking,木工,ACTIVITY,ACT.making_craft,2,ACTIVITIES,"Shaping and joining wood to make furniture, objects, and art.",0,1
ACT.making_craft.woodworking.wood_carving,Wood Carving,Wood Carving,木雕,ACTIVITY,ACT.making_craft.woodworking,3,ACTIVITIES,Carving decorative or sculptural forms from wood with hand tools.,0,1
ACT.making_craft.woodworking.woodturning,Woodturning,Woodturning,车削木工,ACTIVITY,ACT.making_craft.woodworking,3,ACTIVITIES,"Shaping wood on a lathe into bowls, spindles, and other round forms.",0,1
ACT.online_communities,Online Communities & Informal Activities,Online Communities & Informal Activities,网络社区与非正式活动,ACTIVITY,ACTIVITIES,1,ACTIVITIES,Self-organised digital communities and informal collective projects built around shared interests.,0,1
ACT.online_communities.citizen_journalism,Citizen Journalism,Citizen Journalism,公民新闻,ACTIVITY,ACT.online_communities,2,ACTIVITIES,Reporting news and events by ordinary people outside professional media.,0,1
ACT.online_communities.citizen_mapping,Citizen Mapping,Citizen Mapping,众包地图,ACTIVITY,ACT.online_communities,2,ACTIVITIES,Volunteering map data to open mapping projects such as OpenStreetMap.,0,1
ACT.online_communities.crowdsourcing,Crowdsourcing Participation,Crowdsourcing Participation,众包参与,ACTIVITY,ACT.online_communities,2,ACTIVITIES,Contributing to distributed collective projects and campaigns.,0,1
ACT.online_communities.fan_translation,Fan Translation,Fan Translation,粉丝翻译与字幕组,ACTIVITY,ACT.online_communities,2,ACTIVITIES,"Volunteer translating and subtitling media, manga, and games.",0,1
ACT.online_communities.fan_wikis,Fan Wikis,Fan Wikis,同人维基,ACTIVITY,ACT.online_communities,2,ACTIVITIES,Collaboratively writing and maintaining encyclopedias about fictional universes.,0,1
ACT.online_communities.forums_communities,Forums & Communities,Forums & Communities,论坛与社区,ACTIVITY,ACT.online_communities,2,ACTIVITIES,Participating in online discussion forums and message boards.,0,1
ACT.online_communities.hobbyist_clubs,Hobbyist Clubs & Meetups,Hobbyist Clubs & Meetups,兴趣社团与聚会,ACTIVITY,ACT.online_communities,2,ACTIVITIES,Organising and joining local interest groups and meetups.,0,1
ACT.online_communities.makerspaces,Makerspaces,Makerspaces,创客空间,ACTIVITY,ACT.online_communities,2,ACTIVITIES,Community workshops sharing tools and knowledge for making and tinkering.,0,1
ACT.online_communities.meme_culture,Meme Culture,Meme Culture,网络迷因文化,ACTIVITY,ACT.online_communities,2,ACTIVITIES,Creating and sharing internet memes and participating in viral culture.,0,1
ACT.online_communities.modding_communities,Modding Communities,Modding Communities,模组社区,ACTIVITY,ACT.online_communities,2,ACTIVITIES,Collaborative groups creating and sharing game modifications.,0,1
ACT.online_communities.online_gaming_clans,Online Gaming Clans,Online Gaming Clans,游戏公会,ACTIVITY,ACT.online_communities,2,ACTIVITIES,Persistent player groups and guilds formed around online games.,0,1
ACT.online_communities.open_source_contribution,Open Source Contribution,Open Source Contribution,开源贡献,ACTIVITY,ACT.online_communities,2,ACTIVITIES,"Volunteering code, documentation, and support to open-source projects.",0,1
ACT.online_communities.qa_communities,Q&A Communities,Q&A Communities,问答社区,ACTIVITY,ACT.online_communities,2,ACTIVITIES,Asking and answering questions on community knowledge platforms.,0,1
ACT.online_communities.wikimedia_editing,Wikipedia Editing,Wikipedia Editing,维基百科编辑,ACTIVITY,ACT.online_communities,2,ACTIVITIES,Writing and improving encyclopedia articles as a volunteer.,0,1
ACT.outdoor_adventure,Outdoor & Adventure,Outdoor & Adventure,户外与探险,ACTIVITY,ACTIVITIES,1,ACTIVITIES,"Self-propelled and nature-based outdoor pursuits pursued for recreation, challenge, or exploration.",0,1
ACT.outdoor_adventure.backcountry_skiing,Backcountry Skiing,Backcountry Skiing,越野滑雪/登山滑雪,ACTIVITY,ACT.outdoor_adventure,2,ACTIVITIES,Skiing in unpatrolled wilderness terrain using skins and touring bindings.,0,1
ACT.outdoor_adventure.camping,Camping,Camping,露营,ACTIVITY,ACT.outdoor_adventure,2,ACTIVITIES,Overnight stays outdoors in temporary shelter such as tents or vehicles.,0,1
ACT.outdoor_adventure.camping.car_camping,Car Camping,Car Camping,自驾露营,ACTIVITY,ACT.outdoor_adventure.camping,3,ACTIVITIES,Camping with a vehicle used for transport or shelter at accessible campsites.,0,1
ACT.outdoor_adventure.camping.tent_camping,Tent Camping,Tent Camping,帐篷露营,ACTIVITY,ACT.outdoor_adventure.camping,3,ACTIVITIES,Camping in portable tents at established or dispersed sites.,0,1
ACT.outdoor_adventure.camping.wild_camping,Wild Camping,Wild Camping,野营,ACTIVITY,ACT.outdoor_adventure.camping,3,ACTIVITIES,Camping away from designated sites in remote or natural settings.,0,1
ACT.outdoor_adventure.canyoning,Canyoning,Canyoning,溪降,ACTIVITY,ACT.outdoor_adventure,2,ACTIVITIES,"Descending gorges by a combination of walking, scrambling, swimming, and rappelling.",0,1
ACT.outdoor_adventure.caving,Caving,Caving,洞穴探险,ACTIVITY,ACT.outdoor_adventure,2,ACTIVITIES,Exploring natural caves and underground passages for recreation and science.,0,1
ACT.outdoor_adventure.exploration,Exploration,Exploration,探险,ACTIVITY,ACT.outdoor_adventure,2,ACTIVITIES,Journeying to little-known or remote places for discovery and challenge.,0,1
ACT.outdoor_adventure.exploration.expeditioning,Expeditioning,Expeditioning,远征探险,ACTIVITY,ACT.outdoor_adventure.exploration,3,ACTIVITIES,Organised long-duration journeys to remote regions with a defined objective.,0,1
ACT.outdoor_adventure.exploration.urban_exploration,Urban Exploration,Urban Exploration,城市探险,ACTIVITY,ACT.outdoor_adventure.exploration,3,ACTIVITIES,"Exploring abandoned, hidden, or off-limits built structures and infrastructure.",0,1
ACT.outdoor_adventure.geocaching,Geocaching,Geocaching,地理藏宝,ACTIVITY,ACT.outdoor_adventure,2,ACTIVITIES,Using GPS to find hidden containers and log visits in an outdoor treasure-hunt game.,0,1
ACT.outdoor_adventure.hiking_trekking,Hiking & Trekking,Hiking & Trekking,徒步远足,ACTIVITY,ACT.outdoor_adventure,2,ACTIVITIES,Walking in natural landscapes along trails or routes for recreation and exercise.,0,1
